sentence,language,contributor_id,gender,age_group,voice_clip,duration,Region
Ssaabawandiisi w'ekibiina omwegattira abasomesa asabye minisitule eyongere sipiidi mu kugemesa abasomesa.,Luganda,1027,Male,18-29,yogera_text_audio_20240525_125211.946562_2634.wav,0.003055556,Western
Omusawo yazzaamu abavubuka abato essuubi era n'afuuka ekyokulabirako gye bali.,Luganda,1023,Male,18-29,yogera_text_audio_20240525_105937.977949_2703.wav,0.003055556,Western
Muganda we yalwadde omutwe ne gumulemesa okugenda ku ssomero.,Luganda,1046,Male,18-29,yogera_text_audio_20240526_085034.120048_2582.wav,0.001388889,Western
Mu kiseera ekyo era kayiga okweriisa.,Luganda,3290,Male,18-29,yogera_text_audio_20241111_115205.684890_39071.wav,0.001666667,Western
Waliwo obugubi obw'okubiika.,Luganda,3282,Male,18-29,yogera_text_audio_20241111_084502.042777_42179.wav,0.000833333,Western
Osobola okusomesa eddiini mu ssomero?,Luganda,1019,Male,18-29,yogera_text_audio_20240525_133621.762090_2523.wav,0.001388889,Western
Tusobola tutya okutangira ebiwuka mu bijanjaalo mu kiseera ky'okumulisa?,Luganda,1031,Male,18-29,yogera_text_audio_20240525_101842.645665_2474.wav,0.001666667,Western
Gavumenti yakoze bulungi okwongeza omusaala gw'abasomesa.,Luganda,1035,Male,18-29,yogera_text_audio_20240526_075906.861494_2558.wav,0.000833333,Western
Minisita alabudde bannabyabufuzi okufaayo ku bulamu bw'abantu baabwe.,Luganda,1045,Male,18-29,yogera_text_audio_20240526_082346.551484_2692.wav,0.001666667,Western
Bw'osimba obutiko ku ttaka ly'olunnyo obuteekamu ssente nnyingi.,Luganda,3303,Male,18-29,yogera_text_audio_20241111_094441.445665_21025.wav,0.001388889,Western
Abasawo balonze omukulembeze waabwe.,Luganda,1024,Male,18-29,yogera_text_audio_20240525_100103.973161_2652.wav,0.001111111,Western
Teri mulimi gwe mmanyi alima njaga.,Luganda,1045,Male,18-29,yogera_text_audio_20240526_083428.747945_2511.wav,0.000833333,Western
Katikkiro yasabye gavumenti amasomero gatandike okusomesa mu nnimi ennansi.,Luganda,1043,Male,18-29,yogera_text_audio_20240526_131416.273607_2612.wav,0.001944444,Western
Gavumenti esaanye edduukirire abalunzi ku bulwadde bwa kalusu.,Luganda,3282,Male,18-29,yogera_text_audio_20241111_092331.794798_11596.wav,0.001111111,Western
Twagala buli mulimi abeeko ekisolo ky'alunda.,Luganda,1027,Male,18-29,yogera_text_audio_20240525_123702.114962_2480.wav,0.001111111,Western
Sooka weeyambule amasuuti okkirire mu nnimiro.,Luganda,1047,Male,18-29,yogera_text_audio_20240526_103506.168029_2728.wav,0.002222222,Western
Minisita yagambye omulwadde eyasembayo okujjanjabwa Ebola yasiibulwa omwezi oguwedde.,Luganda,1045,Male,18-29,yogera_text_audio_20240526_105736.122163_2638.wav,0.002222222,Western
Okukomolebwa kukendeeza ku nsaasaana y'endwadde z'obukaba.,Luganda,1031,Male,18-29,yogera_text_audio_20240525_111259.039095_2676.wav,0.001666667,Western
Ennyange tezikyalabika mu nte zange.,Luganda,1035,Male,18-29,yogera_text_audio_20240526_092934.142817_2755.wav,0.000833333,Western
Omukulu w'essomero abbye ssente ez'ebibuuzo by'abaana.,Luganda,1036,Male,18-29,yogera_text_audio_20240526_105729.928660_2575.wav,0.001388889,Western
Ku bibala n'enva endiirwa nnime ki?,Luganda,3303,Male,18-29,yogera_text_audio_20241111_075930.312821_8749.wav,0.001111111,Western
"Amakungula ku luno gabadde mangi, tuwonye enjala.",Luganda,1027,Male,18-29,yogera_text_audio_20240525_091711.952498_2430.wav,0.001666667,Western
Ye ssekkoko azigulira bikanja.,Luganda,3282,Male,18-29,yogera_text_audio_20241111_092018.733595_31720.wav,0.000833333,Western
Ekitongole kisomesa abaana okwewala endwadde eziyita mu kwegatta.,Luganda,1027,Male,18-29,yogera_text_audio_20240525_100116.791604_2681.wav,0.0025,Western
Ababaka bano bagamba nti kino kijja kuzzaamu abalala amaanyi bafeeyo okutaasa obulamu bwa Bannayuganda.,Luganda,1035,Male,18-29,yogera_text_audio_20240526_094733.735075_2693.wav,0.001944444,Western
Ente yange leero tempadde mata mangi.,Luganda,1047,Male,18-29,yogera_text_audio_20240526_091123.172502_2722.wav,0.001388889,Western
Buli mulimi asaana afune amasannyalaze awaka.,Luganda,1047,Male,18-29,yogera_text_audio_20240526_095541.957844_2765.wav,0.003333333,Western
Okwaluza enkoko nga bw'otunda nagwo mulimu.,Luganda,1043,Male,18-29,yogera_text_audio_20240526_105359.260918_2485.wav,0.001111111,Western
Kye nnalabye ku nnimiro yo kye nzirayo okukola.,Luganda,1045,Male,18-29,yogera_text_audio_20240526_083714.185673_2510.wav,0.001111111,Western
Endiga eriko eddagala era buli muntu asaana abeere nga agirunda.,Luganda,3282,Male,18-29,yogera_text_audio_20241111_075000.535233_12010.wav,0.001388889,Western
Tulina abalwadde basatu mu nnyumba emu!,Luganda,1031,Male,18-29,yogera_text_audio_20240525_100611.365713_2671.wav,0.000833333,Western
Ente ezo zonna nzisiba busibi ku migwa.,Luganda,1023,Male,18-29,yogera_text_audio_20240525_145539.602577_2502.wav,0.001944444,Western
Lwaki abaana bano tebaagala kulima?,Luganda,1031,Male,18-29,yogera_text_audio_20240525_121157.219658_2463.wav,0.000833333,Western
Mukulu waffe yagaana okusoma okweyongerayo ku yunivasite nga ayagala kugenda bweru akole sente.,Luganda,1035,Male,18-29,yogera_text_audio_20240526_072807.075065_2540.wav,0.002222222,Western
Embuzi zitakula akagatto kaazo ne kaggweerera.,Luganda,3294,Male,18-29,yogera_text_audio_20241111_083523.345462_31500.wav,0.000833333,Western
Temunnawulira katale ka mapeera?,Luganda,1031,Male,18-29,yogera_text_audio_20240525_103442.449580_2732.wav,0.000833333,Western
Ebikajjo byagala ettaka ery'olunnyo.,Luganda,3303,Male,18-29,yogera_text_audio_20241111_082208.405819_41502.wav,0.001111111,Western
Omukuumi alina okukozesa ebintu ebigingirire okukuuma omuceere.,Luganda,3303,Male,18-29,yogera_text_audio_20241111_075821.496556_25262.wav,0.001666667,Western
Obudde bw'omulimi buba bugere.,Luganda,3294,Male,18-29,yogera_text_audio_20241111_084207.723447_15099.wav,0.000555556,Western
Gavumenti yakoze bulungi okwongeza omusaala gw'abasomesa.,Luganda,1045,Male,18-29,yogera_text_audio_20240526_101801.344102_2558.wav,0.001111111,Western
Teekako essubi oba ettundubaali.,Luganda,3294,Male,18-29,yogera_text_audio_20241111_085630.971485_29836.wav,0.001111111,Western
We bituuse omulimi ajja kukaaba nnyo olw'ekyeya ekitandise.,Luganda,3282,Male,18-29,yogera_text_audio_20241111_080125.254968_7871.wav,0.001666667,Western
Uganda nayo eri ku mwanjo mu kulima emmwanyi.,Luganda,1031,Male,18-29,yogera_text_audio_20240525_103158.271864_2436.wav,0.001388889,Western
Kya mugaso okubeera n'amaterekero g'omusaayi mu disitulikiti zonna okwetooloola eggwanga.,Luganda,1024,Male,18-29,yogera_text_audio_20240525_090323.411070_2695.wav,0.003333333,Western
Omukulu w'essomero lyaffe yagenze Kampala mu lukiiko lw’abasomesa b'amasomero ga gavumenti.,Luganda,1027,Male,18-29,yogera_text_audio_20240525_124109.120327_2561.wav,0.001944444,Western
Omulimisa waffe yakyusiddwa jjo.,Luganda,3294,Male,18-29,yogera_text_audio_20241111_074726.207486_6863.wav,0.000555556,Western
Gavumenti tekoze kimala kusobola kubunyisa bikozesebwa mu masomero naddala mu disitulikiti z’omu Mambuka.,Luganda,1043,Male,18-29,yogera_text_audio_20240526_133223.837001_2552.wav,0.002222222,Western
Abaagala okwesimbawo ku lukiiko olufuga abalimi beewandiise nga bukyali.,Luganda,1024,Male,18-29,yogera_text_audio_20240525_104334.476829_2454.wav,0.002777778,Western
Buli mulimi yandigenzeeko mu musomo waakiri gumu mu mwaka.,Luganda,1036,Male,18-29,yogera_text_audio_20240526_085053.384911_2448.wav,0.001666667,Western
Bajja kwekanga ng'amakungula tewali kubanga baagaana okufuuyira.,Luganda,1027,Male,18-29,yogera_text_audio_20240525_102615.958005_2452.wav,0.001944444,Western
Buli muzadde atunuulidde ssoya mu kiseera kino okuliisa abaana.,Luganda,3282,Male,18-29,yogera_text_audio_20241111_091622.027616_23774.wav,0.001388889,Western
Ssente zange zimpe nsasule abapakasi abannimira mu nnimiro.,Luganda,1046,Male,18-29,yogera_text_audio_20240526_121236.247086_2435.wav,0.001666667,Western
Bambi teyasobodde kutuula bigezo anti ssente z'essomero zaabuze.,Luganda,1024,Male,18-29,yogera_text_audio_20240525_095751.985460_2598.wav,0.002222222,Western
Buli lunaku nnina okutuukako mu kiraalo ky'ente.,Luganda,1019,Male,18-29,yogera_text_audio_20240525_111510.400485_2754.wav,0.000555556,Western
Tusaba ebyobulamu biweebwe enkizo.,Luganda,1031,Male,18-29,yogera_text_audio_20240525_101417.482955_2709.wav,0.001111111,Western
Ggwe eyeekaanya okulima okumazeemu emyaka emeka?,Luganda,3303,Male,18-29,yogera_text_audio_20241111_085426.949805_13273.wav,0.001388889,Western
Olimira emwaanyi mu kifo akigazi.,Luganda,3303,Male,18-29,yogera_text_audio_20241111_074924.142527_36405.wav,0.001388889,Western
Tusaanidde okulya emmere eyokya nga tetunnagenda mu kibiina.,Luganda,1019,Male,18-29,yogera_text_audio_20240525_121318.788845_2605.wav,0.001111111,Western
Mu biseera bya ssennyiga omukambwe ebbula ly'omusaayi lyeyongera.,Luganda,1024,Male,18-29,yogera_text_audio_20240525_094213.001188_2640.wav,0.0025,Western
"Omwana oyo alina effujjo, tayagala banne batuule ku ntebe mu kibiina.",Luganda,1024,Male,18-29,yogera_text_audio_20240525_104806.916767_2535.wav,0.001944444,Western
Lwaki omulimi yandibadde akabeza ettaka kw'agenda okulima gguliinippepa?,Luganda,3303,Male,18-29,yogera_text_audio_20241111_084302.672084_19931.wav,0.001944444,Western
Weewala otya embizzi obutafukula ttaka?,Luganda,3303,Male,18-29,yogera_text_audio_20241111_082002.637142_9376.wav,0.001111111,Western
Ebidiba ebiwugirwamu ku ssomero byonna babizibye.,Luganda,1043,Male,18-29,yogera_text_audio_20240526_134053.008071_2594.wav,0.001111111,Western
Emiti kya bugaggaga kubanga gituwa ensimbi.,Luganda,3282,Male,18-29,yogera_text_audio_20241111_080721.747873_47498.wav,0.001111111,Western
Abasawo bandifuna obulwadde singa tebeegendereza.,Luganda,1043,Male,18-29,yogera_text_audio_20240526_082522.943690_2664.wav,0.000833333,Western
Ssinga onyumya n'abalimi abawera ojja naawe kuyiga.,Luganda,1024,Male,18-29,yogera_text_audio_20240525_090937.578623_2735.wav,0.001666667,Western
Abasawo abamu babba eddagala okuva mu malwaliro.,Luganda,1024,Male,18-29,yogera_text_audio_20240525_095141.017083_2661.wav,0.001111111,Western
Tulina okwegendereza okwewala okusaasaana kw'endwadde.,Luganda,1036,Male,18-29,yogera_text_audio_20240526_104058.400084_2677.wav,0.001666667,Western
Soya bamulabirira batya?,Luganda,3290,Male,18-29,yogera_text_audio_20241111_095635.074797_28500.wav,0.000833333,Western
Abalimi bangi tebamanyi kiyitibwa kugattako mutindo.,Luganda,1031,Male,18-29,yogera_text_audio_20240525_113617.669429_2741.wav,0.001388889,Western
Mukulu waffe yagaana okusoma okweyongerayo ku yunivasite nga ayagala kugenda bweru akole sente.,Luganda,1031,Male,18-29,yogera_text_audio_20240525_104901.637316_2540.wav,0.002222222,Western
"Amakungula ku luno gabadde mangi, tuwonye enjala.",Luganda,1035,Male,18-29,yogera_text_audio_20240526_100405.211363_2430.wav,0.000833333,Western
Muwogo ayinza okubala ennyo.,Luganda,3303,Male,18-29,yogera_text_audio_20241111_085107.378198_34676.wav,0.000833333,Western
Muganda we yalwadde omutwe ne gumulemesa okugenda ku ssomero.,Luganda,1045,Male,18-29,yogera_text_audio_20240526_083127.040126_2582.wav,0.001111111,Western
Minisita atandise okulambula amasomero alabe embeera mwe gakolera.,Luganda,1024,Male,18-29,yogera_text_audio_20240525_094212.971881_2572.wav,0.0025,Western
Ssentebe w'abalimi ne mukyala we batuuse.,Luganda,3303,Male,18-29,yogera_text_audio_20241111_075453.644279_8732.wav,0.001111111,Western
Abasawo bandifuna obulwadde singa tebeegendereza.,Luganda,1027,Male,18-29,yogera_text_audio_20240525_130357.607269_2664.wav,0.001111111,Western
Yabadde akwese essimu mu kkeesi naye omusomesa yajirabye mangu era n’agiwamba.,Luganda,1035,Male,18-29,yogera_text_audio_20240526_080531.116897_2616.wav,0.001388889,Western
Abalimi bayita mu mbeera ki eyo mu byalo?,Luganda,1036,Male,18-29,yogera_text_audio_20240526_084148.061282_2762.wav,0.001111111,Western
Ekitongole kisomesa abaana okwewala endwadde eziyita mu kwegatta.,Luganda,1043,Male,18-29,yogera_text_audio_20240526_072733.147935_2681.wav,0.001944444,Western
Tokimanyi nti abalimi mu biseera by'enkuba basiiba mu nnimiro?,Luganda,1036,Male,18-29,yogera_text_audio_20240526_133526.142116_2453.wav,0.001666667,Western
Mbadde sirabangako bayizi basomera wansi w'omiti.,Luganda,1046,Male,18-29,yogera_text_audio_20240526_080021.029137_2551.wav,0.001666667,Western
Ekyo kibayamba okumanya.,Luganda,3303,Male,18-29,yogera_text_audio_20241111_095920.774177_34704.wav,0.000833333,Western
Njagala amakungula gasange nga nnina oluggya olunene.,Luganda,1024,Male,18-29,yogera_text_audio_20240525_095443.552062_2731.wav,0.001944444,Western
Ssente zeetaagisa mu kaweefube w'okulwanyisa endwadde.,Luganda,1043,Male,18-29,yogera_text_audio_20240526_085414.397899_2684.wav,0.001111111,Western
Lwaki abantu tebettanidde kuteeka bigimusa mu bikajjo?,Luganda,1047,Male,18-29,yogera_text_audio_20240526_092500.179826_2469.wav,0.002222222,Western
Ekibadde kimuleetera omusujja omusawo akizudde.,Luganda,1027,Male,18-29,yogera_text_audio_20240525_124359.478096_2700.wav,0.001111111,Western
Ssaabasajja Kabaka Mutebi atukuutira okwewala endwadde ya siriimu.,Luganda,1027,Male,18-29,yogera_text_audio_20240525_125009.570830_2690.wav,0.001666667,Western
Abalimi be nnali mmanyi kuno bonna baafa!,Luganda,3282,Male,18-29,yogera_text_audio_20241111_095653.438953_13292.wav,0.000833333,Western
Obulwadde bwa mukenenya tebukyatiisa nnyo ennaku zino.,Luganda,1046,Male,18-29,yogera_text_audio_20240526_125439.134834_2628.wav,0.001944444,Western
Eggi erimu kati ligula busanga!,Luganda,3282,Male,18-29,yogera_text_audio_20241111_081726.454559_4635.wav,0.000833333,Western
Eddwaliro ly'e Mulago lyaweereddwa ebitanda ebipya emitwalo ebiri.,Luganda,1024,Male,18-29,yogera_text_audio_20240525_102356.820568_2630.wav,0.001944444,Western
"Amakungula ku luno gabadde mangi, tuwonye enjala.",Luganda,1019,Male,18-29,yogera_text_audio_20240525_125908.827012_2430.wav,0.001666667,Western
Bye ndabyeko byonna mu nnimiro yo biraga ofaayo.,Luganda,3290,Male,18-29,yogera_text_audio_20241111_100301.775685_10135.wav,0.001666667,Western
Amateeka gasusse okunyigiriza abalimi n'abalunzi.,Luganda,1024,Male,18-29,yogera_text_audio_20240525_100541.800438_2770.wav,0.002222222,Western
Abantu abamu tebaagala kwegemesa kyokka nga balwadde.,Luganda,1035,Male,18-29,yogera_text_audio_20240526_074733.740204_2636.wav,0.000833333,Western
Amapaapaali eno nga ssirabayo bagalima!,Luganda,1036,Male,18-29,yogera_text_audio_20240526_114800.290077_2459.wav,0.001111111,Western
Ente nzitya kubanga si nnyangu kuliisa.,Luganda,1036,Male,18-29,yogera_text_audio_20240526_084548.565863_2446.wav,0.001111111,Western
Abalwadde b'akawuka ka ssenyiga omukambwe abalala balangiriddwa leero.,Luganda,1024,Male,18-29,yogera_text_audio_20240525_104948.341035_2669.wav,0.0025,Western
Obulwadde bwa mukenenya tebukyatiisa nnyo ennaku zino.,Luganda,1031,Male,18-29,yogera_text_audio_20240525_120947.468641_2628.wav,0.001111111,Western
Bwe kimera kitandika okulanda.,Luganda,3294,Male,18-29,yogera_text_audio_20241111_093607.940045_44377.wav,0.000833333,Western
Mpa ku mannya g'abalimi bonna abali mu ggombolola.,Luganda,1045,Male,18-29,yogera_text_audio_20240526_080251.444375_2739.wav,0.001111111,Western
Olusuku lwange ntemamu eggaali z'amatooke ssatu buli wiiki.,Luganda,1031,Male,18-29,yogera_text_audio_20240525_114019.007733_2437.wav,0.001111111,Western
Abagagula bayinza okujja ne bageesimira.,Luganda,3290,Male,18-29,yogera_text_audio_20241111_124713.528134_39218.wav,0.001111111,Western
Abasawo abalya enguzi balina okubonerezebwa ddala nga babowa ebintu byabwe.,Luganda,1045,Male,18-29,yogera_text_audio_20240526_083428.765487_2658.wav,0.001666667,Western
Biki ebirina okufiibwako ng'onaasimba obulo?,Luganda,3294,Male,18-29,yogera_text_audio_20241111_085630.985802_20605.wav,0.001111111,Western
Omulunzi alina okufuna ttule za pulasitiika kuba zo tezoononeka mangu.,Luganda,3303,Male,18-29,yogera_text_audio_20241111_080115.814803_25320.wav,0.001944444,Western
Bwe gaba ga kulya waka.,Luganda,3303,Male,18-29,yogera_text_audio_20241111_083810.533480_39209.wav,0.000833333,Western
Obutungulu walima bwenkana wa ku luno?,Luganda,3290,Male,18-29,yogera_text_audio_20241111_114748.028580_27464.wav,0.000833333,Western
Eno ssabbiiti njagala nsige endebe y'ensigo nnamba.,Luganda,3303,Male,18-29,yogera_text_audio_20241111_083115.188867_6597.wav,0.001944444,Western
Obummonde obuzungu okusinga bulimwa mu maserengeta.,Luganda,1031,Male,18-29,yogera_text_audio_20240525_105304.814000_2442.wav,0.001111111,Western
Kati ndowooza abalimi bonna bamanyi bye tuyitamu.,Luganda,1043,Male,18-29,yogera_text_audio_20240526_132403.030472_2743.wav,0.000833333,Western
Ssimanyi lwaki abalimi tebayambibwa mu mirimu gyabwe.,Luganda,1045,Male,18-29,yogera_text_audio_20240526_072641.439001_2492.wav,0.001388889,Western
Guno omulembe gwa ndwadde era obulamu tewali.,Luganda,1023,Male,18-29,yogera_text_audio_20240525_115520.704660_2679.wav,0.001111111,Western
Abaana balina okusomesebwa ku ngeri y'okwewalamu akawuka ka siriimu ne basigala nga balamu.,Luganda,1036,Male,18-29,yogera_text_audio_20240526_122403.097997_2717.wav,0.003055556,Western
Abatalima kyekitumula ate be basinga okumufumamu.,Luganda,3282,Male,18-29,yogera_text_audio_20241111_090424.322242_19513.wav,0.000833333,Western
Gavumenti yakoze bulungi okwongeza omusaala gw'abasomesa.,Luganda,1031,Male,18-29,yogera_text_audio_20240525_094746.303578_2558.wav,0.001111111,Western
Akakiiko akavunaanyizibwa ku byobulamu kalambudde eddwaliro erizimbiddwa e Mbale.,Luganda,1027,Male,18-29,yogera_text_audio_20240525_133205.769989_2624.wav,0.002222222,Western
Yaddamu dda okulya omusawo bye yamugaana!,Luganda,1023,Male,18-29,yogera_text_audio_20240525_104547.909366_2702.wav,0.0025,Western
Abalimi kati tebakyalina butale.,Luganda,3282,Male,18-29,yogera_text_audio_20241111_091622.036553_13354.wav,0.000833333,Western
Okugema y'engeri esinga okuziyiza endwadde.,Luganda,1045,Male,18-29,yogera_text_audio_20240526_103216.328861_2678.wav,0.001111111,Western
Ebisale by'amasomero agasinga mu Mbale bigenda birinnya buli mwaka.,Luganda,1047,Male,18-29,yogera_text_audio_20240526_105003.269039_2534.wav,0.002777778,Western
Biringanya asobola okukungulibwa paka mwaka gumu ng'onoga.,Luganda,3294,Male,18-29,yogera_text_audio_20241111_092345.661697_44538.wav,0.001111111,Western
Abasawo balina okwewala okusemberera abalwadde.,Luganda,1047,Male,18-29,yogera_text_audio_20240526_080856.210303_2646.wav,0.001111111,Western
Nyeenya ekikuta olabe oba enyeenya.,Luganda,3294,Male,18-29,yogera_text_audio_20241111_084447.255385_43165.wav,0.001111111,Western
Amagezi bagakozeseza mu kulunda.,Luganda,3282,Male,18-29,yogera_text_audio_20241111_080125.279011_32651.wav,0.000833333,Western
Oyo mulinga ateekeddwa kulabirirwa mu ngeri ki?,Luganda,3294,Male,18-29,yogera_text_audio_20241111_095711.666409_18655.wav,0.001388889,Western
Bannassaayansi baatandika okumerusa ensigo z'ebitooke.,Luganda,1027,Male,18-29,yogera_text_audio_20240525_121212.507219_2466.wav,0.001666667,Western
Olina okulaba oba ofuna mu embuzi zo.,Luganda,3294,Male,18-29,yogera_text_audio_20241111_092345.646627_45780.wav,0.000833333,Western
Abakugu bagamba nti muvaamu bingi.,Luganda,3294,Male,18-29,yogera_text_audio_20241111_084709.128637_29196.wav,0.000833333,Western
"Gavumenti z'ebitundu mu Kiruhura, Gulu ne Kayunga ze zaasinze okukola obulungi mu byobulamu.",Luganda,1043,Male,18-29,yogera_text_audio_20240526_080241.277917_2633.wav,0.002222222,Western
Obulo bulimwa mu nsozi.,Luganda,3282,Male,18-29,yogera_text_audio_20241111_081602.735223_37256.wav,0.000833333,Western
Amawanga g'ebweru gatandise okusuubula taaba waffe.,Luganda,3294,Male,18-29,yogera_text_audio_20241111_093936.795565_15497.wav,0.001111111,Western
Byafunye mu mulimu guno ntoko.,Luganda,3303,Male,18-29,yogera_text_audio_20241111_082944.854903_32505.wav,0.000833333,Western
Ani asinga okugula gguliinippepa eyo mu kitundu kyammwe.,Luganda,3303,Male,18-29,yogera_text_audio_20241111_074924.165352_19894.wav,0.001388889,Western
Mukazi wattu akeera nnyo ku nkumbi naye ababbi tebamusaasira!,Luganda,1019,Male,18-29,yogera_text_audio_20240525_122354.570890_2736.wav,0.001666667,Western
Mu mmere y’obuyana kilo biri.,Luganda,3282,Male,18-29,yogera_text_audio_20241111_091032.771191_41901.wav,0.000833333,Western
Waliwo eyangamba nti taaba alimibwa bakadde.,Luganda,3282,Male,18-29,yogera_text_audio_20241111_094446.449408_15467.wav,0.001111111,Western
Nnali ndowooza abaana b'abasomesa babeera bagezi nnyo.,Luganda,1035,Male,18-29,yogera_text_audio_20240526_084541.121009_2604.wav,0.001111111,Western
"Abazadde bayigiriza abaana okulima soya,.",Luganda,3290,Male,18-29,yogera_text_audio_20241111_122509.541612_38180.wav,0.000833333,Western
Obummonde obuzungu okusinga bulimwa mu maserengeta.,Luganda,1024,Male,18-29,yogera_text_audio_20240525_101807.226346_2442.wav,0.002222222,Western
Bambi teyasobodde kutuula bigezo anti ssente z'essomero zaabuze.,Luganda,1036,Male,18-29,yogera_text_audio_20240526_100909.918162_2598.wav,0.001944444,Western
Nnali ndowooza abaana b'abasomesa babeera bagezi nnyo.,Luganda,1023,Male,18-29,yogera_text_audio_20240525_115520.698431_2604.wav,0.001666667,Western
Embeera y'obudde eno etusobozesa okusimba mmusa.,Luganda,3303,Male,18-29,yogera_text_audio_20241111_083649.034720_24178.wav,0.001388889,Western
Abazadde batandise okusonda ssente z'okugula bbaasi y'essomero.,Luganda,1031,Male,18-29,yogera_text_audio_20240525_101218.709447_2600.wav,0.001388889,Western
Mu budde buno mbadde nkusuubira kuba mu obutunda bwo.,Luganda,3303,Male,18-29,yogera_text_audio_20241111_095803.653824_20653.wav,0.001111111,Western
Omukulu w'essomero abbye ssente ez'ebibuuzo by'abaana.,Luganda,1019,Male,18-29,yogera_text_audio_20240525_095525.770118_2575.wav,0.001388889,Western
Obulwadde bwa siriimu bwaluma nnyo abantu b'e Kanungu.,Luganda,1046,Male,18-29,yogera_text_audio_20240526_094122.121701_2625.wav,0.001944444,Western
Emiti gya muwogo girina kusimbibwa mu buwanvu ki?,Luganda,3294,Male,18-29,yogera_text_audio_20241111_080256.286144_53172.wav,0.001111111,Western
Naye okuva lwe natandika okulima ebintu mbadde mbiyiga mpola.,Luganda,1024,Male,18-29,yogera_text_audio_20240525_092447.045510_2734.wav,0.002222222,Western
Ekiragiro ekikugira abalimi okulima vvanira kyayita ddi?,Luganda,1019,Male,18-29,yogera_text_audio_20240525_101247.484121_2771.wav,0.001388889,Western
Essomero eryo lya gavumenti kyokka basasuza ebisale ate nga biri waggulu.,Luganda,1019,Male,18-29,yogera_text_audio_20240525_115727.673437_2538.wav,0.002222222,Western
Bye walaba ku ddundiro lyange wabissa mu nkola?,Luganda,1043,Male,18-29,yogera_text_audio_20240526_080241.314328_2481.wav,0.000833333,Western
Buli budde bw'omala nga tosimba taaba obeera okeerewa.,Luganda,3282,Male,18-29,yogera_text_audio_20241111_091502.245571_15362.wav,0.001111111,Western
Abayimbi abambala obubi babagoba mu masomero gonna mu ggwanga.,Luganda,1045,Male,18-29,yogera_text_audio_20240526_081547.512364_2583.wav,0.001944444,Western
"Gavumenti z'ebitundu mu Kiruhura, Gulu ne Kayunga ze zaasinze okukola obulungi mu byobulamu.",Luganda,1019,Male,18-29,yogera_text_audio_20240525_134113.993368_2633.wav,0.003333333,Western
Abasomesa tebaagala kusomesa mu budde bw'enkuba.,Luganda,1027,Male,18-29,yogera_text_audio_20240525_130610.476891_2560.wav,0.000555556,Western
Abaana abasinga mu byalo tebasomera mu ngatto.,Luganda,1036,Male,18-29,yogera_text_audio_20240526_100143.587654_2537.wav,0.001388889,Western
Ssekoko evaamu amagi ameka mu wiiki.,Luganda,3294,Male,18-29,yogera_text_audio_20241111_075153.980555_31423.wav,0.000833333,Western
Abakulira ebyenjigiriza mu disitulikiti balina okulondoola ennyo ebigenda mu maaso mu masomero.,Luganda,1027,Male,18-29,yogera_text_audio_20240525_100550.375286_2526.wav,0.002777778,Western
Abasawo abalya enguzi balina okubonerezebwa ddala nga babowa ebintu byabwe.,Luganda,1023,Male,18-29,yogera_text_audio_20240525_104547.888498_2658.wav,0.002777778,Western
Nnina okulunda ku ndiga nga ssinnafa.,Luganda,1035,Male,18-29,yogera_text_audio_20240526_080129.748195_2487.wav,0.000555556,Western
Mu balaalo omukazi okukama kya bulijjo nnyo.,Luganda,1027,Male,18-29,yogera_text_audio_20240525_103812.617319_2740.wav,0.001388889,Western
Okolaganye otya ne balimi banno?,Luganda,1031,Male,18-29,yogera_text_audio_20240525_091038.200587_2509.wav,0.000555556,Western
Eyaliko ssentebe waffe kuno yaleka amalundiro mangi naye abaana gonna baagatunda.,Luganda,1036,Male,18-29,yogera_text_audio_20240526_115952.183393_2451.wav,0.002222222,Western
Mukwano gwange yagenda mu bifo by'abasawo b'ekinnansi okwetegereza engeri gye bajjanjabamu.,Luganda,1045,Male,18-29,yogera_text_audio_20240526_081547.504167_2645.wav,0.001944444,Western
Twagala buli mulimi abeeko ekisolo ky'alunda.,Luganda,1043,Male,18-29,yogera_text_audio_20240526_141338.064852_2480.wav,0.001111111,Western
Ekibadde kimuleetera omusujja omusawo akizudde.,Luganda,1043,Male,18-29,yogera_text_audio_20240526_120905.871045_2700.wav,0.001388889,Western
Amagezi ge nfunye mu kulima ssigatenda!,Luganda,1024,Male,18-29,yogera_text_audio_20240525_104806.922637_2738.wav,0.001666667,Western
Bagamba ekyuma ekyaluza enkoko kya buseere nnyo.,Luganda,1031,Male,18-29,yogera_text_audio_20240525_114948.982827_2486.wav,0.001111111,Western
Katikkiro yasabye gavumenti amasomero gatandike okusomesa mu nnimi ennansi.,Luganda,1035,Male,18-29,yogera_text_audio_20240526_073118.865189_2612.wav,0.001666667,Western
Ssaabawandiisi w'ekibiina omwegattira abasomesa asabye minisitule eyongere sipiidi mu kugemesa abasomesa.,Luganda,1045,Male,18-29,yogera_text_audio_20240526_105408.612985_2634.wav,0.002222222,Western
Enkuba ebuze era abalimi bonna kati beeraliikirivu.,Luganda,1024,Male,18-29,yogera_text_audio_20240525_104948.356086_2439.wav,0.001944444,Western
Omusaayi gwe mukwafu nnyo era tegutambula bulungi mu mubiri.,Luganda,1045,Male,18-29,yogera_text_audio_20240526_105736.107005_2696.wav,0.001388889,Western
Ettaka mulirimireko baleme kulitunda.,Luganda,1043,Male,18-29,yogera_text_audio_20240526_094147.278941_2488.wav,0.000833333,Western
